"employee_id","cost_center","punch_in_time","punch_out_time","punch_apply_date","hours_worked","paycode"
"1672200","31288","06:02:00","08:51:00","2021-06-08","2.8","WRK"
"1672200","31288",NULL,NULL,"2021-06-08","1","BREAK"
"1672200","31288","09:49:00","14:02:00","2021-06-08","4.2","WRK"
"1977006","54013",NULL,NULL,"2021-06-08","7","ON_CALL"
"1977006","54013","14:19:00","15:19:00","2021-06-08","1","WRK"
"3974506","54013",NULL,NULL,"2021-06-08","6","ON_CALL"
"3974506","54013","06:02:00","08:02:00","2021-06-08","2","WRK"
"4024378","18048",NULL,NULL,"2021-06-08","7","ON_CALL"
"4024378","18048","14:20:00","15:20:00","2021-06-08","1","WRK"
"5001188","53410","14:04:00","17:45:00","2021-06-08","3.7","WRK"
"5001188","53410",NULL,NULL,"2021-06-08","1","BREAK"
"5001188","53410","18:43:00","22:04:00","2021-06-08","3.4","WRK"
"5001252","11151","14:12:00","16:58:00","2021-06-08","2.8","WRK"
"5001252","11151",NULL,NULL,"2021-06-08","0.7","BREAK"
"5001252","11151","17:42:00","22:12:00","2021-06-08","4.5","WRK"
"5005963","53410",NULL,NULL,"2021-06-08","8","ON_CALL"
"5009770","53410",NULL,NULL,"2021-06-08","8","ABSENT"
"5010823","55050",NULL,NULL,"2021-06-08","8","ABSENT"
"5010831","18048",NULL,NULL,"2021-06-08","8","ON_CALL"
"5010836","54013",NULL,NULL,"2021-06-08","1","CHARGE"
"5010836","54013","06:11:00","11:43:00","2021-06-08","5.5","WRK"
"5010836","54013",NULL,NULL,"2021-06-08","0.7","BREAK"
"5010836","54013","12:27:00","14:11:00","2021-06-08","1.7","WRK"
"5011015","55050",NULL,NULL,"2021-06-08","6","ON_CALL"
"5011015","55050","06:04:00","08:04:00","2021-06-08","2","WRK"
"5011018","54013","06:08:00","08:57:00","2021-06-08","2.8","WRK"
"5011018","54013",NULL,NULL,"2021-06-08","0.6","BREAK"
"5011018","54013","09:31:00","14:08:00","2021-06-08","4.6","WRK"
"5011060","55050",NULL,NULL,"2021-06-08","8","ABSENT"
"5011105","51100",NULL,NULL,"2021-06-08","6","ON_CALL"
"5011105","51100","06:03:00","08:03:00","2021-06-08","2","WRK"
"5011401","53410",NULL,NULL,"2021-06-08","5","ON_CALL"
"5011401","53410","14:11:00","17:11:00","2021-06-08","3","WRK"
"5011499","53410","06:08:00","09:50:00","2021-06-08","3.7","WRK"
"5011499","53410",NULL,NULL,"2021-06-08","0.6","BREAK"
"5011499","53410","10:28:00","14:08:00","2021-06-08","3.7","WRK"
"5011633","54013",NULL,NULL,"2021-06-08","8","ABSENT"
"5012163","11151",NULL,NULL,"2021-06-08","3","CHARGE"
"5012163","11151","14:17:00","18:48:00","2021-06-08","4.5","WRK"
"5012163","11151",NULL,NULL,"2021-06-08","0.9","BREAK"
"5012163","11151","19:41:00","22:17:00","2021-06-08","2.6","WRK"
"5012165","18048",NULL,NULL,"2021-06-08","8","ABSENT"
"5012319","53410",NULL,NULL,"2021-06-08","8","ABSENT"
"5012329","11151",NULL,NULL,"2021-06-08","8","ON_CALL"
"5014147","54013",NULL,NULL,"2021-06-08","8","ABSENT"
"507800","53410",NULL,NULL,"2021-06-08","3","CHARGE"
"507800","53410","06:05:00","10:44:00","2021-06-08","4.7","WRK"
"507800","53410",NULL,NULL,"2021-06-08","0.8","BREAK"
"507800","53410","11:33:00","14:05:00","2021-06-08","2.5","WRK"
"1377208","53410",NULL,NULL,"2021-06-09","7","ON_CALL"
"1377208","53410","06:07:00","07:07:00","2021-06-09","1","WRK"
"1977006","54013",NULL,NULL,"2021-06-09","6","ON_CALL"
"1977006","54013","14:02:00","16:02:00","2021-06-09","2","WRK"
"3974506","54013",NULL,NULL,"2021-06-09","8","ON_CALL"
"4019778","53410",NULL,NULL,"2021-06-09","8","ABSENT"
"4024378","18048",NULL,NULL,"2021-06-09","7","ON_CALL"
"4024378","18048","06:14:00","07:14:00","2021-06-09","1","WRK"
"5001188","53410",NULL,NULL,"2021-06-09","6","ON_CALL"
"5001188","53410","06:04:00","08:04:00","2021-06-09","2","WRK"
"5001252","11151",NULL,NULL,"2021-06-09","8","ON_CALL"
"5005963","53410","06:05:00","10:51:00","2021-06-09","4.8","WRK"
"5005963","53410",NULL,NULL,"2021-06-09","0.8","BREAK"
"5005963","53410","11:38:00","14:05:00","2021-06-09","2.5","WRK"
"5009770","53410",NULL,NULL,"2021-06-09","8","ABSENT"
"5010823","55050",NULL,NULL,"2021-06-09","5","ON_CALL"
"5010823","55050","14:09:00","17:09:00","2021-06-09","3","WRK"
"5010831","18048",NULL,NULL,"2021-06-09","8","ABSENT"
"5011015","55050",NULL,NULL,"2021-06-09","8","ABSENT"
"5011060","55050",NULL,NULL,"2021-06-09","1","CHARGE"
"5011060","55050","14:05:00","17:43:00","2021-06-09","3.6","WRK"
"5011060","55050",NULL,NULL,"2021-06-09","0.9","BREAK"
"5011060","55050","18:40:00","22:05:00","2021-06-09","3.4","WRK"
"5011105","51100","06:05:00","09:40:00","2021-06-09","3.6","WRK"
"5011105","51100",NULL,NULL,"2021-06-09","0.7","BREAK"
"5011105","51100","10:20:00","14:05:00","2021-06-09","3.8","WRK"
"5011110","31288","06:10:00","10:47:00","2021-06-09","4.6","WRK"
"5011110","31288",NULL,NULL,"2021-06-09","0.5","BREAK"
"5011110","31288","11:19:00","14:10:00","2021-06-09","2.9","WRK"
"5011147","55050",NULL,NULL,"2021-06-09","6","ON_CALL"
"5011147","55050","06:06:00","08:06:00","2021-06-09","2","WRK"
"5011401","53410",NULL,NULL,"2021-06-09","5","ON_CALL"
"5011401","53410","06:11:00","09:11:00","2021-06-09","3","WRK"
"5011499","53410",NULL,NULL,"2021-06-09","5","ON_CALL"
"5011499","53410","06:20:00","09:20:00","2021-06-09","3","WRK"
"5011633","54013",NULL,NULL,"2021-06-09","8","ABSENT"
"5012159","54013",NULL,NULL,"2021-06-09","8","ABSENT"
"5012165","18048",NULL,NULL,"2021-06-09","8","ABSENT"
"5012319","53410",NULL,NULL,"2021-06-09","2","CHARGE"
"5012319","53410","14:16:00","19:51:00","2021-06-09","5.6","WRK"
"5012319","53410",NULL,NULL,"2021-06-09","0.9","BREAK"
"5012319","53410","20:47:00","22:16:00","2021-06-09","1.5","WRK"
"5012329","11151",NULL,NULL,"2021-06-09","8","ABSENT"
"5014147","54013",NULL,NULL,"2021-06-09","8","ABSENT"
"1377208","53410",NULL,NULL,"2021-06-10","5","ON_CALL"
"1377208","53410","06:14:00","09:14:00","2021-06-10","3","WRK"
"1977006","54013",NULL,NULL,"2021-06-10","8","ABSENT"
"3974506","54013",NULL,NULL,"2021-06-10","5","ON_CALL"
"3974506","54013","14:14:00","17:14:00","2021-06-10","3","WRK"
"4019778","53410",NULL,NULL,"2021-06-10","3","CHARGE"
"4019778","53410","06:00:00","11:41:00","2021-06-10","5.7","WRK"
"4019778","53410",NULL,NULL,"2021-06-10","0.9","BREAK"
"4019778","53410","12:33:00","14:00:00","2021-06-10","1.4","WRK"
"4024378","18048",NULL,NULL,"2021-06-10","8","ABSENT"
"5001188","53410",NULL,NULL,"2021-06-10","8","ABSENT"
"5005963","53410",NULL,NULL,"2021-06-10","6","ON_CALL"
"5005963","53410","14:15:00","16:15:00","2021-06-10","2","WRK"
"5009770","53410",NULL,NULL,"2021-06-10","8","ABSENT"
"5010823","55050","14:09:00","16:09:00","2021-06-10","2","WRK"
"5010831","18048",NULL,NULL,"2021-06-10","1","CHARGE"
"5010831","18048","06:08:00","08:47:00","2021-06-10","2.7","WRK"
"5010831","18048",NULL,NULL,"2021-06-10","0.8","BREAK"
"5010831","18048","09:34:00","14:08:00","2021-06-10","4.6","WRK"
"5010836","54013",NULL,NULL,"2021-06-10","2","CHARGE"
"5010836","54013","06:07:00","10:54:00","2021-06-10","4.8","WRK"
"5010836","54013",NULL,NULL,"2021-06-10","0.9","BREAK"
"5010836","54013","11:51:00","14:07:00","2021-06-10","2.3","WRK"
"5011015","55050",NULL,NULL,"2021-06-10","1","CHARGE"
"5011015","55050","14:04:00","17:49:00","2021-06-10","3.8","WRK"
"5011015","55050",NULL,NULL,"2021-06-10","0.6","BREAK"
"5011015","55050","18:27:00","22:04:00","2021-06-10","3.6","WRK"
"5011060","55050",NULL,NULL,"2021-06-10","8","ON_CALL"
"5011105","51100","14:04:00","19:43:00","2021-06-10","5.7","WRK"
"5011105","51100",NULL,NULL,"2021-06-10","1","BREAK"
"5011105","51100","20:42:00","22:04:00","2021-06-10","1.4","WRK"
"5011110","31288",NULL,NULL,"2021-06-10","1","CHARGE"
"5011110","31288","14:07:00","16:49:00","2021-06-10","2.7","WRK"
"5011110","31288",NULL,NULL,"2021-06-10","1","BREAK"
"5011110","31288","17:49:00","22:07:00","2021-06-10","4.3","WRK"
"5011147","55050","14:10:00","18:51:00","2021-06-10","4.7","WRK"
"5011147","55050",NULL,NULL,"2021-06-10","0.7","BREAK"
"5011147","55050","19:32:00","22:10:00","2021-06-10","2.6","WRK"
"5011401","53410",NULL,NULL,"2021-06-10","5","ON_CALL"
"5011401","53410","06:14:00","09:14:00","2021-06-10","3","WRK"
"5011633","54013",NULL,NULL,"2021-06-10","2","CHARGE"
"5011633","54013","14:04:00","19:46:00","2021-06-10","5.7","WRK"
"5011633","54013",NULL,NULL,"2021-06-10","0.9","BREAK"
"5011633","54013","20:41:00","22:04:00","2021-06-10","1.4","WRK"
"5012159","54013",NULL,NULL,"2021-06-10","1","CHARGE"
"5012159","54013","06:03:00","11:52:00","2021-06-10","5.8","WRK"
"5012159","54013",NULL,NULL,"2021-06-10","0.6","BREAK"
"5012159","54013","12:26:00","14:03:00","2021-06-10","1.6","WRK"
"5012165","18048",NULL,NULL,"2021-06-10","8","ON_CALL"
"5012319","53410",NULL,NULL,"2021-06-10","7","ON_CALL"
"5012319","53410","06:20:00","07:20:00","2021-06-10","1","WRK"
"5012329","11151",NULL,NULL,"2021-06-10","8","ABSENT"
"5014147","54013",NULL,NULL,"2021-06-10","8","ABSENT"
"507800","53410",NULL,NULL,"2021-06-10","6","ON_CALL"
"507800","53410","06:14:00","08:14:00","2021-06-10","2","WRK"
"1377208","53410",NULL,NULL,"2021-06-11","3","CHARGE"
"1377208","53410","06:10:00","08:45:00","2021-06-11","2.6","WRK"
"1377208","53410",NULL,NULL,"2021-06-11","0.6","BREAK"
"1377208","53410","09:23:00","14:10:00","2021-06-11","4.8","WRK"
"1977006","54013",NULL,NULL,"2021-06-11","8","ABSENT"
"3974506","54013",NULL,NULL,"2021-06-11","3","CHARGE"
"3974506","54013","14:07:00","19:43:00","2021-06-11","5.6","WRK"
"3974506","54013",NULL,NULL,"2021-06-11","0.9","BREAK"
"3974506","54013","20:38:00","22:07:00","2021-06-11","1.5","WRK"
"4019778","53410",NULL,NULL,"2021-06-11","5","ON_CALL"
"4019778","53410","06:11:00","09:11:00","2021-06-11","3","WRK"
"4024378","18048",NULL,NULL,"2021-06-11","7","ON_CALL"
"4024378","18048","06:04:00","07:04:00","2021-06-11","1","WRK"
"5001188","53410","14:02:00","19:34:00","2021-06-11","5.5","WRK"
"5001188","53410",NULL,NULL,"2021-06-11","0.8","BREAK"
"5001188","53410","20:22:00","22:02:00","2021-06-11","1.7","WRK"
"5001252","11151",NULL,NULL,"2021-06-11","6","ON_CALL"
"5001252","11151","14:14:00","16:14:00","2021-06-11","2","WRK"
"5010823","55050",NULL,NULL,"2021-06-11","8","ABSENT"
"5010831","18048",NULL,NULL,"2021-06-11","8","ON_CALL"
"5010836","54013",NULL,NULL,"2021-06-11","8","ON_CALL"
"5011015","55050","14:16:00","19:00:00","2021-06-11","4.7","WRK"
"5011015","55050",NULL,NULL,"2021-06-11","0.5","BREAK"
"5011015","55050","19:32:00","22:16:00","2021-06-11","2.7","WRK"
"5011018","54013",NULL,NULL,"2021-06-11","8","ON_CALL"
"5011105","51100",NULL,NULL,"2021-06-11","7","ON_CALL"
"5011105","51100","06:03:00","07:03:00","2021-06-11","1","WRK"
"5011110","31288",NULL,NULL,"2021-06-11","1","CHARGE"
"5011110","31288","14:14:00","18:01:00","2021-06-11","3.8","WRK"
"5011110","31288",NULL,NULL,"2021-06-11","0.6","BREAK"
"5011110","31288","18:36:00","22:14:00","2021-06-11","3.6","WRK"
"5011147","55050",NULL,NULL,"2021-06-11","7","ON_CALL"
"5011147","55050","06:15:00","07:15:00","2021-06-11","1","WRK"
"5011499","53410",NULL,NULL,"2021-06-11","2","CHARGE"
"5011499","53410","06:10:00","09:52:00","2021-06-11","3.7","WRK"
"5011499","53410",NULL,NULL,"2021-06-11","0.5","BREAK"
"5011499","53410","10:23:00","14:10:00","2021-06-11","3.8","WRK"
"5011633","54013",NULL,NULL,"2021-06-11","6","ON_CALL"
"5011633","54013","06:17:00","08:17:00","2021-06-11","2","WRK"
"5012159","54013",NULL,NULL,"2021-06-11","8","ABSENT"
"5012163","11151",NULL,NULL,"2021-06-11","7","ON_CALL"
"5012163","11151","14:20:00","15:20:00","2021-06-11","1","WRK"
"5012165","18048",NULL,NULL,"2021-06-11","8","ABSENT"
"5012319","53410",NULL,NULL,"2021-06-11","8","ON_CALL"
"5012329","11151",NULL,NULL,"2021-06-11","6","ON_CALL"
"5012329","11151","06:16:00","08:16:00","2021-06-11","2","WRK"
"5014147","54013",NULL,NULL,"2021-06-11","1","CHARGE"
"5014147","54013","14:20:00","19:55:00","2021-06-11","5.6","WRK"
"5014147","54013",NULL,NULL,"2021-06-11","0.9","BREAK"
"5014147","54013","20:49:00","22:20:00","2021-06-11","1.5","WRK"
"507800","53410",NULL,NULL,"2021-06-11","2","CHARGE"
"507800","53410","06:06:00","10:45:00","2021-06-11","4.7","WRK"
"507800","53410",NULL,NULL,"2021-06-11","0.5","BREAK"
"507800","53410","11:15:00","14:06:00","2021-06-11","2.9","WRK"
"1672200","31288",NULL,NULL,"2021-06-12","8","ON_CALL"
"1977006","54013",NULL,NULL,"2021-06-12","8","ABSENT"
"3974506","54013",NULL,NULL,"2021-06-12","8","ABSENT"
"4019778","53410",NULL,NULL,"2021-06-12","1","CHARGE"
"4019778","53410","14:01:00","19:49:00","2021-06-12","5.8","WRK"
"4019778","53410",NULL,NULL,"2021-06-12","0.6","BREAK"
"4019778","53410","20:23:00","22:01:00","2021-06-12","1.6","WRK"
"4024378","18048",NULL,NULL,"2021-06-12","8","ABSENT"
"5001188","53410",NULL,NULL,"2021-06-12","8","ON_CALL"
"5005963","53410",NULL,NULL,"2021-06-12","8","ABSENT"
"5009770","53410","14:07:00","18:37:00","2021-06-12","4.5","WRK"
"5009770","53410",NULL,NULL,"2021-06-12","0.9","BREAK"
"5009770","53410","19:30:00","22:07:00","2021-06-12","2.6","WRK"
"5010823","55050",NULL,NULL,"2021-06-12","7","ON_CALL"
"5010823","55050","06:18:00","07:18:00","2021-06-12","1","WRK"
"5010831","18048",NULL,NULL,"2021-06-12","8","ABSENT"
"5010836","54013",NULL,NULL,"2021-06-12","8","ABSENT"
"5011015","55050",NULL,NULL,"2021-06-12","7","ON_CALL"
"5011015","55050","06:13:00","07:13:00","2021-06-12","1","WRK"
"5011018","54013",NULL,NULL,"2021-06-12","8","ABSENT"
"5011060","55050",NULL,NULL,"2021-06-12","8","ABSENT"
"5011110","31288",NULL,NULL,"2021-06-12","6","ON_CALL"
"5011110","31288","06:07:00","08:07:00","2021-06-12","2","WRK"
"5011147","55050","14:12:00","16:51:00","2021-06-12","2.7","WRK"
"5011147","55050",NULL,NULL,"2021-06-12","0.7","BREAK"
"5011147","55050","17:34:00","22:12:00","2021-06-12","4.6","WRK"
"5011401","53410",NULL,NULL,"2021-06-12","8","ABSENT"
"5011499","53410","14:14:00","16:49:00","2021-06-12","2.6","WRK"
"5011499","53410",NULL,NULL,"2021-06-12","0.8","BREAK"
"5011499","53410","17:39:00","22:14:00","2021-06-12","4.6","WRK"
"5011633","54013",NULL,NULL,"2021-06-12","8","ABSENT"
"5012163","11151",NULL,NULL,"2021-06-12","8","ABSENT"
"5012165","18048",NULL,NULL,"2021-06-12","8","ABSENT"
"5012329","11151",NULL,NULL,"2021-06-12","2","CHARGE"
"5012329","11151","06:15:00","09:55:00","2021-06-12","3.7","WRK"
"5012329","11151",NULL,NULL,"2021-06-12","0.5","BREAK"
"5012329","11151","10:26:00","14:15:00","2021-06-12","3.8","WRK"
"5014147","54013",NULL,NULL,"2021-06-12","8","ABSENT"
"507800","53410",NULL,NULL,"2021-06-12","8","ABSENT"
"1672200","31288","14:05:00","18:40:00","2021-06-13","4.6","WRK"
"1672200","31288","19:21:00","22:05:00","2021-06-13","2.7","WRK"
"1977006","54013",NULL,NULL,"2021-06-13","6","ON_CALL"
"1977006","54013","14:12:00","16:12:00","2021-06-13","2","WRK"
"3974506","54013",NULL,NULL,"2021-06-13","8","ABSENT"
"4019778","53410",NULL,NULL,"2021-06-13","8","ABSENT"
"4024378","18048",NULL,NULL,"2021-06-13","7","ON_CALL"
"4024378","18048","14:19:00","15:19:00","2021-06-13","1","WRK"
"5001188","53410",NULL,NULL,"2021-06-13","3","CHARGE"
"5001188","53410","14:17:00","17:57:00","2021-06-13","3.7","WRK"
"5001188","53410",NULL,NULL,"2021-06-13","1","BREAK"
"5001188","53410","18:56:00","22:17:00","2021-06-13","3.4","WRK"
"5001252","11151",NULL,NULL,"2021-06-13","8","ABSENT"
"5005963","53410",NULL,NULL,"2021-06-13","8","ABSENT"
"5009770","53410",NULL,NULL,"2021-06-13","8","ABSENT"
"5010823","55050",NULL,NULL,"2021-06-13","8","ABSENT"
"5010831","18048",NULL,NULL,"2021-06-13","8","ABSENT"
"5010836","54013",NULL,NULL,"2021-06-13","8","ABSENT"
"5011018","54013",NULL,NULL,"2021-06-13","7","ON_CALL"
"5011018","54013","14:20:00","15:20:00","2021-06-13","1","WRK"
"5011105","51100",NULL,NULL,"2021-06-13","6","ON_CALL"
"5011105","51100","06:05:00","08:05:00","2021-06-13","2","WRK"
"5011110","31288",NULL,NULL,"2021-06-13","7","ON_CALL"
"5011110","31288","06:08:00","07:08:00","2021-06-13","1","WRK"
"5011147","55050",NULL,NULL,"2021-06-13","8","ABSENT"
"5011499","53410",NULL,NULL,"2021-06-13","8","ABSENT"
"5011633","54013",NULL,NULL,"2021-06-13","8","ABSENT"
"5012159","54013",NULL,NULL,"2021-06-13","2","CHARGE"
"5012159","54013","14:14:00","19:45:00","2021-06-13","5.5","WRK"
"5012159","54013",NULL,NULL,"2021-06-13","0.6","BREAK"
"5012159","54013","20:20:00","22:14:00","2021-06-13","1.9","WRK"
"5012163","11151",NULL,NULL,"2021-06-13","8","ABSENT"
"5012165","18048",NULL,NULL,"2021-06-13","7","ON_CALL"
"5012165","18048","06:12:00","07:12:00","2021-06-13","1","WRK"
"5012329","11151",NULL,NULL,"2021-06-13","8","ABSENT"
"5014147","54013","06:16:00","10:52:00","2021-06-13","4.6","WRK"
"5014147","54013",NULL,NULL,"2021-06-13","0.6","BREAK"
"5014147","54013","11:30:00","14:16:00","2021-06-13","2.8","WRK"
"507800","53410",NULL,NULL,"2021-06-13","8","ABSENT"
"1377208","53410",NULL,NULL,"2021-06-14","8","ABSENT"
"1672200","31288",NULL,NULL,"2021-06-14","2","CHARGE"
"1672200","31288","06:20:00","11:07:00","2021-06-14","4.8","WRK"
"1672200","31288",NULL,NULL,"2021-06-14","0.6","BREAK"
"1672200","31288","11:45:00","14:20:00","2021-06-14","2.6","WRK"
"1977006","54013",NULL,NULL,"2021-06-14","8","ABSENT"
"3974506","54013","06:15:00","09:56:00","2021-06-14","3.7","WRK"
"3974506","54013",NULL,NULL,"2021-06-14","0.6","BREAK"
"3974506","54013","10:29:00","14:15:00","2021-06-14","3.8","WRK"
"4019778","53410",NULL,NULL,"2021-06-14","5","ON_CALL"
"4019778","53410","06:16:00","09:16:00","2021-06-14","3","WRK"
"4024378","18048","14:07:00","16:38:00","2021-06-14","2.5","WRK"
"4024378","18048",NULL,NULL,"2021-06-14","0.5","BREAK"
"4024378","18048","17:10:00","22:07:00","2021-06-14","5","WRK"
"5001188","53410",NULL,NULL,"2021-06-14","7","ON_CALL"
"5001188","53410","06:11:00","07:11:00","2021-06-14","1","WRK"
"5001252","11151","14:08:00","18:43:00","2021-06-14","4.6","WRK"
"5001252","11151",NULL,NULL,"2021-06-14","0.9","BREAK"
"5001252","11151","19:38:00","22:08:00","2021-06-14","2.5","WRK"
"5005963","53410",NULL,NULL,"2021-06-14","7","ON_CALL"
"5005963","53410","06:06:00","07:06:00","2021-06-14","1","WRK"
"5010823","55050",NULL,NULL,"2021-06-14","8","ABSENT"
"5010831","18048",NULL,NULL,"2021-06-14","5","ON_CALL"
"5010831","18048","06:03:00","09:03:00","2021-06-14","3","WRK"
"5010836","54013",NULL,NULL,"2021-06-14","7","ON_CALL"
"5010836","54013","06:19:00","07:19:00","2021-06-14","1","WRK"
"5011018","54013",NULL,NULL,"2021-06-14","2","CHARGE"
"5011018","54013","14:05:00","16:53:00","2021-06-14","2.8","WRK"
"5011018","54013",NULL,NULL,"2021-06-14","0.6","BREAK"
"5011018","54013","17:26:00","22:05:00","2021-06-14","4.7","WRK"
"5011060","55050",NULL,NULL,"2021-06-14","8","ABSENT"
"5011110","31288",NULL,NULL,"2021-06-14","6","ON_CALL"
"5011110","31288","06:04:00","08:04:00","2021-06-14","2","WRK"
"5011147","55050",NULL,NULL,"2021-06-14","6","ON_CALL"
"5011147","55050","14:20:00","16:20:00","2021-06-14","2","WRK"
"5011401","53410","06:14:00","09:44:00","2021-06-14","3.5","WRK"
"5011401","53410",NULL,NULL,"2021-06-14","0.7","BREAK"
"5011401","53410","10:24:00","14:14:00","2021-06-14","3.8","WRK"
"5011499","53410",NULL,NULL,"2021-06-14","8","ABSENT"
"5011633","54013",NULL,NULL,"2021-06-14","8","ABSENT"
"5012159","54013",NULL,NULL,"2021-06-14","2","CHARGE"
"5012159","54013","06:11:00","08:41:00","2021-06-14","2.5","WRK"
"5012159","54013",NULL,NULL,"2021-06-14","0.5","BREAK"
"5012159","54013","09:11:00","14:11:00","2021-06-14","5","WRK"
"5012165","18048",NULL,NULL,"2021-06-14","7","ON_CALL"
"5012165","18048","06:19:00","07:19:00","2021-06-14","1","WRK"
"5012319","53410",NULL,NULL,"2021-06-14","2","CHARGE"
"5012319","53410","06:19:00","09:59:00","2021-06-14","3.7","WRK"
"5012319","53410",NULL,NULL,"2021-06-14","0.8","BREAK"
"5012319","53410","10:47:00","14:19:00","2021-06-14","3.5","WRK"
"5014147","54013",NULL,NULL,"2021-06-14","3","CHARGE"
"5014147","54013","06:03:00","11:36:00","2021-06-14","5.6","WRK"
"5014147","54013",NULL,NULL,"2021-06-14","0.6","BREAK"
"5014147","54013","12:10:00","14:03:00","2021-06-14","1.9","WRK"
"507800","53410",NULL,NULL,"2021-06-14","8","ABSENT"
"1377208","53410",NULL,NULL,"2021-06-15","3","CHARGE"
"1377208","53410","14:03:00","19:37:00","2021-06-15","5.6","WRK"
"1377208","53410",NULL,NULL,"2021-06-15","0.7","BREAK"
"1377208","53410","20:20:00","22:03:00","2021-06-15","1.7","WRK"
"1672200","31288",NULL,NULL,"2021-06-15","8","ABSENT"
"1977006","54013","06:13:00","09:58:00","2021-06-15","3.8","WRK"
"1977006","54013",NULL,NULL,"2021-06-15","0.9","BREAK"
"1977006","54013","10:50:00","14:13:00","2021-06-15","3.4","WRK"
"3974506","54013",NULL,NULL,"2021-06-15","8","ON_CALL"
"4019778","53410","06:07:00","08:45:00","2021-06-15","2.6","WRK"
"4019778","53410",NULL,NULL,"2021-06-15","0.5","BREAK"
"4019778","53410","09:17:00","14:07:00","2021-06-15","4.8","WRK"
"4024378","18048",NULL,NULL,"2021-06-15","8","ON_CALL"
"5001188","53410",NULL,NULL,"2021-06-15","8","ON_CALL"
"5005963","53410",NULL,NULL,"2021-06-15","8","ABSENT"
"5009770","53410",NULL,NULL,"2021-06-15","8","ABSENT"
"5010823","55050",NULL,NULL,"2021-06-15","3","CHARGE"
"5010823","55050","06:13:00","08:54:00","2021-06-15","2.7","WRK"
"5010823","55050",NULL,NULL,"2021-06-15","0.6","BREAK"
"5010823","55050","09:32:00","14:13:00","2021-06-15","4.7","WRK"
"5010831","18048",NULL,NULL,"2021-06-15","8","ABSENT"
"5010836","54013",NULL,NULL,"2021-06-15","8","ON_CALL"
"5011015","55050",NULL,NULL,"2021-06-15","8","ABSENT"
"5011018","54013",NULL,NULL,"2021-06-15","8","ABSENT"
"5011060","55050",NULL,NULL,"2021-06-15","5","ON_CALL"
"5011060","55050","06:07:00","09:07:00","2021-06-15","3","WRK"
"5011105","51100",NULL,NULL,"2021-06-15","6","ON_CALL"
"5011105","51100","06:00:00","08:00:00","2021-06-15","2","WRK"
"5011110","31288","14:20:00","19:54:00","2021-06-15","5.6","WRK"
"5011110","31288",NULL,NULL,"2021-06-15","0.6","BREAK"
"5011110","31288","20:29:00","22:20:00","2021-06-15","1.9","WRK"
"5011147","55050",NULL,NULL,"2021-06-15","8","ABSENT"
"5011401","53410",NULL,NULL,"2021-06-15","8","ABSENT"
"5012159","54013","14:01:00","16:37:00","2021-06-15","2.6","WRK"
"5012159","54013",NULL,NULL,"2021-06-15","0.5","BREAK"
"5012159","54013","17:07:00","22:01:00","2021-06-15","4.9","WRK"
"5012163","11151",NULL,NULL,"2021-06-15","8","ABSENT"
"5012165","18048",NULL,NULL,"2021-06-15","2","CHARGE"
"5012165","18048","06:15:00","10:56:00","2021-06-15","4.7","WRK"
"5012165","18048",NULL,NULL,"2021-06-15","0.5","BREAK"
"5012165","18048","11:26:00","14:15:00","2021-06-15","2.8","WRK"
"5012319","53410",NULL,NULL,"2021-06-15","2","CHARGE"
"5012319","53410","14:06:00","16:46:00","2021-06-15","2.7","WRK"
"5012319","53410",NULL,NULL,"2021-06-15","0.8","BREAK"
"5012319","53410","17:33:00","22:06:00","2021-06-15","4.5","WRK"
"507800","53410",NULL,NULL,"2021-06-15","8","ON_CALL"
"1377208","53410",NULL,NULL,"2021-06-16","8","ON_CALL"
"1672200","31288",NULL,NULL,"2021-06-16","8","ABSENT"
"1977006","54013",NULL,NULL,"2021-06-16","8","ABSENT"
"4019778","53410","14:12:00","18:42:00","2021-06-16","4.5","WRK"
"4019778","53410",NULL,NULL,"2021-06-16","0.9","BREAK"
"4019778","53410","19:37:00","22:12:00","2021-06-16","2.6","WRK"
"4024378","18048",NULL,NULL,"2021-06-16","8","ABSENT"
"5001188","53410","06:05:00","10:51:00","2021-06-16","4.8","WRK"
"5001188","53410",NULL,NULL,"2021-06-16","1","BREAK"
"5001188","53410","11:51:00","14:05:00","2021-06-16","2.2","WRK"
"5001252","11151","14:16:00","18:02:00","2021-06-16","3.8","WRK"
"5001252","11151",NULL,NULL,"2021-06-16","0.6","BREAK"
"5001252","11151","18:35:00","22:16:00","2021-06-16","3.7","WRK"
"5005963","53410",NULL,NULL,"2021-06-16","8","ABSENT"
"5009770","53410",NULL,NULL,"2021-06-16","6","ON_CALL"
"5009770","53410","14:00:00","16:00:00","2021-06-16","2","WRK"
"5010823","55050",NULL,NULL,"2021-06-16","3","CHARGE"
"5010823","55050","06:05:00","09:50:00","2021-06-16","3.8","WRK"
"5010823","55050",NULL,NULL,"2021-06-16","0.9","BREAK"
"5010823","55050","10:42:00","14:05:00","2021-06-16","3.4","WRK"
"5010836","54013",NULL,NULL,"2021-06-16","8","ABSENT"
"5011018","54013",NULL,NULL,"2021-06-16","5","ON_CALL"
"5011018","54013","14:13:00","17:13:00","2021-06-16","3","WRK"
"5011060","55050",NULL,NULL,"2021-06-16","8","ABSENT"
"5011105","51100",NULL,NULL,"2021-06-16","6","ON_CALL"
"5011105","51100","14:11:00","16:11:00","2021-06-16","2","WRK"
